customer_id,name,country,currency,segment,signup_date
cus_00113,Quant Dynamics Ltd,US,USD,smb,2025-03-16
cus_00114,Pulse Robotics GmbH,GB,GBP,startup,2025-03-16
cus_00115,Delta Commerce Inc,DE,EUR,enterprise,2025-03-11
cus_00116,Orbit Works Inc,FR,EUR,startup,2025-03-19
cus_00117,Ever Dynamics AB,DE,EUR,smb,2025-03-17
cus_00118,Acme Apps AB,DE,EUR,smb,2025-03-17
cus_00119,Alto Works AG,FR,EUR,smb,2025-03-21
cus_00120,Bright Media SL,NL,EUR,startup,2025-03-07
cus_00121,Delta Digital SL,FR,EUR,smb,2025-03-03
cus_00122,Swift Solutions SL,FR,EUR,startup,2025-03-16
cus_00123,Alto Apps Ltd,NL,EUR,startup,2025-03-23
cus_00124,Pulse Works Ltd,DE,EUR,mid_market,2025-03-11
cus_00125,Bright Works SAS,GB,GBP,startup,2025-03-15
cus_00126,Hyper Robotics SL,DE,EUR,mid_market,2025-03-06
cus_00127,Delta Group Inc,DE,EUR,mid_market,2025-03-27
cus_00128,Ever Cloud AB,US,USD,smb,2025-03-18
cus_00129,Pulse Industries AB,DE,EUR,startup,2025-03-30
cus_00130,Nova Solutions Ltd,ES,EUR,startup,2025-03-10
cus_00131,Nord Solutions GmbH,GB,GBP,smb,2025-03-09
cus_00132,Atlas Dynamics SAS,GB,GBP,smb,2025-04-23
cus_00133,Ever Industries SAS,SE,SEK,startup,2025-04-06
cus_00134,Prime Works Inc,CH,CHF,startup,2025-04-07
cus_00135,Iron Group Ltd,ES,EUR,smb,2025-04-19
cus_00136,Falcon Dynamics SAS,FR,EUR,startup,2025-04-15
cus_00137,Ever Software Inc,NL,EUR,startup,2025-04-23
cus_00138,Falcon Tech Ltd,DE,EUR,smb,2025-04-02
cus_00139,Pulse Media GmbH,US,USD,smb,2025-04-09
cus_00140,Cedar Robotics AB,US,USD,startup,2025-04-14
cus_00141,Nord Industries SAS,GB,GBP,startup,2025-04-19
cus_00142,Iron Tech AB,DE,EUR,smb,2025-04-18
cus_00143,Alto Digital Ltd,FR,EUR,smb,2025-04-17
cus_00144,Ever Media Ltd,FR,EUR,mid_market,2025-04-05
cus_00145,Ever Software AB,ES,EUR,smb,2025-04-28
cus_00146,Falcon Commerce SAS,IT,EUR,startup,2025-04-26
cus_00147,Acme Networks SAS,US,USD,startup,2025-04-20
cus_00148,Ever Apps Inc,US,USD,enterprise,2025-04-16
cus_00149,Nord Networks BV,DE,EUR,mid_market,2025-04-05
cus_00150,Prime Media AG,NL,EUR,smb,2025-04-24
cus_00151,Hyper Media SL,DE,EUR,smb,2025-04-11
cus_00152,Cedar Systems Inc,US,USD,smb,2025-04-19
cus_00153,Nord Systems AB,NL,EUR,smb,2025-04-02
cus_00154,Ever Media AB,CH,CHF,smb,2025-04-25
cus_00155,Alto Cloud Inc,DE,EUR,startup,2025-04-23
cus_00156,Pulse Analytics GmbH,DE,EUR,startup,2025-04-18
cus_00157,Nord Industries AB,FR,EUR,mid_market,2025-05-28
cus_00158,Iron Industries Ltd,DE,EUR,mid_market,2025-05-13
cus_00159,Vertex Studio Inc,GB,GBP,startup,2025-05-10
cus_00160,Prime Robotics SL,US,USD,smb,2025-05-17
cus_00161,Ever Digital Ltd,DE,EUR,smb,2025-05-26
cus_00162,Pulse Apps SL,DE,EUR,startup,2025-05-22
cus_00163,Vertex Data Ltd,DE,EUR,startup,2025-05-19
cus_00164,Nord Labs SL,DE,EUR,smb,2025-05-10
cus_00165,Orbit Studio GmbH,CH,CHF,enterprise,2025-05-06
cus_00166,Hyper Robotics SAS,DE,EUR,smb,2025-05-01
cus_00167,Prime Works SAS,DE,EUR,smb,2025-05-27
cus_00168,Prime Labs Ltd,US,USD,startup,2025-05-12
cus_00169,Ever Tech Inc,CH,CHF,smb,2025-05-08
cus_00170,Atlas Group Ltd,DE,EUR,smb,2025-05-21
cus_00171,Iron Systems Ltd,DE,EUR,smb,2025-05-22
cus_00172,Delta Media Ltd,SE,SEK,startup,2025-05-30
cus_00173,Orbit Tech AB,CH,CHF,smb,2025-05-02
cus_00174,Hyper Tech AG,FR,EUR,smb,2025-05-17
cus_00175,Vertex Robotics AG,US,USD,smb,2025-05-05
cus_00176,Bright Tech AB,FR,EUR,smb,2025-05-18
cus_00177,Atlas Analytics SL,FR,EUR,smb,2025-05-04
cus_00178,Cedar Data Inc,DE,EUR,startup,2025-05-13
cus_00179,Iron Apps Inc,FR,EUR,smb,2025-05-25
cus_00180,Iron Apps Ltd,FR,EUR,enterprise,2025-06-27
cus_00181,Cedar Software GmbH,DE,EUR,mid_market,2025-06-27
cus_00182,Hyper Software AB,DE,EUR,startup,2025-06-25
cus_00183,Iron Software BV,FR,EUR,smb,2025-06-03
cus_00184,Pulse Media AB,DE,EUR,smb,2025-06-11
cus_00185,Quant Logistics SAS,DE,EUR,smb,2025-06-06
cus_00186,Nord Dynamics Inc,ES,EUR,smb,2025-06-01
cus_00187,Quant Apps AG,DE,EUR,smb,2025-06-04
cus_00188,Quant Apps BV,FR,EUR,smb,2025-06-15
cus_00189,Quant Dynamics Ltd,FR,EUR,smb,2025-06-12
cus_00190,Swift Works AG,DE,EUR,smb,2025-06-14
cus_00191,Quant Systems AB,DE,EUR,mid_market,2025-06-14
cus_00192,Alto Labs GmbH,GB,GBP,smb,2025-06-12
cus_00193,Nova Networks AG,GB,GBP,startup,2025-06-02
cus_00194,Iron Logistics AG,IT,EUR,startup,2025-06-29
cus_00195,Nord Logistics SAS,IT,EUR,smb,2025-06-08
cus_00196,Vertex Industries SL,NL,EUR,startup,2025-06-28
cus_00197,Prime Robotics SL,US,USD,mid_market,2025-06-28
cus_00198,Alto Labs BV,ES,EUR,mid_market,2025-06-21
cus_00199,Quant Dynamics SAS,ES,EUR,enterprise,2025-06-19
cus_00200,Swift Labs SAS,GB,GBP,smb,2025-06-02
cus_00201,Pulse Digital AG,GB,GBP,mid_market,2025-06-26
cus_00202,Hyper Tech BV,IT,EUR,smb,2025-06-07
cus_00203,Alto Apps SAS,US,USD,startup,2025-06-26
cus_00204,Alto Group BV,GB,GBP,smb,2025-06-30
cus_00205,Vertex Tech BV,NL,EUR,mid_market,2025-07-13
cus_00206,Swift Logistics Ltd,NL,EUR,startup,2025-07-04
cus_00207,Nova Works Ltd,ES,EUR,mid_market,2025-07-23
cus_00208,Acme Apps SAS,IT,EUR,mid_market,2025-07-18
cus_00209,Iron Labs GmbH,DE,EUR,startup,2025-07-21
cus_00210,Iron Commerce SAS,CH,CHF,smb,2025-07-07
cus_00211,Pulse Robotics BV,DE,EUR,smb,2025-07-20
cus_00212,Blue Software AB,DE,EUR,smb,2025-07-12
cus_00213,Nord Networks BV,SE,SEK,smb,2025-07-19
cus_00214,Nord Media SL,DE,EUR,startup,2025-07-12
cus_00215,Cedar Industries Ltd,NL,EUR,mid_market,2025-07-15
cus_00216,Delta Works GmbH,DE,EUR,startup,2025-07-09
cus_00217,Clear Logistics BV,FR,EUR,smb,2025-07-15
cus_00218,Swift Networks Ltd,ES,EUR,smb,2025-07-12
cus_00219,Quant Digital Inc,GB,GBP,enterprise,2025-07-24
cus_00220,Iron Analytics AB,FR,EUR,startup,2025-07-14
cus_00221,Swift Media Ltd,FR,EUR,startup,2025-07-14
cus_00222,Iron Solutions GmbH,IT,EUR,startup,2025-07-01
cus_00223,Nova Logistics GmbH,CH,CHF,startup,2025-07-15
cus_00224,Blue Media AG,DE,EUR,startup,2025-07-10
cus_00225,Nord Commerce SL,FR,EUR,smb,2025-07-10
cus_00226,Prime Logistics Inc,DE,EUR,startup,2025-07-29
cus_00227,Hyper Group SAS,IT,EUR,mid_market,2025-07-29
cus_00228,Alto Solutions Ltd,DE,EUR,startup,2025-07-05
cus_00229,Ever Industries SAS,US,USD,mid_market,2025-07-30
cus_00230,Swift Robotics GmbH,FR,EUR,startup,2025-07-20
cus_00231,Alto Networks GmbH,US,USD,startup,2025-08-13
cus_00232,Nord Solutions SL,DE,EUR,mid_market,2025-08-13
cus_00233,Iron Robotics Inc,GB,GBP,startup,2025-08-10
cus_00234,Atlas Works AG,ES,EUR,smb,2025-08-07
cus_00235,Atlas Apps SL,DE,EUR,startup,2025-08-15
cus_00236,Hyper Studio SAS,DE,EUR,smb,2025-08-01
cus_00237,Orbit Solutions SAS,DE,EUR,enterprise,2025-08-10
cus_00238,Ever Dynamics Inc,IT,EUR,mid_market,2025-08-23
cus_00239,Orbit Dynamics Inc,FR,EUR,mid_market,2025-08-29
cus_00240,Iron Works Inc,FR,EUR,smb,2025-08-17
cus_00241,Cedar Logistics SL,US,USD,mid_market,2025-08-05
cus_00242,Acme Digital SAS,DE,EUR,startup,2025-08-27
cus_00243,Swift Industries Inc,DE,EUR,startup,2025-08-07
cus_00244,Alto Tech AB,DE,EUR,smb,2025-08-30
cus_00245,Nova Digital BV,DE,EUR,mid_market,2025-08-10
cus_00246,Hyper Dynamics SL,NL,EUR,smb,2025-08-19
cus_00247,Blue Systems Ltd,DE,EUR,smb,2025-08-17
cus_00248,Swift Solutions Inc,DE,EUR,mid_market,2025-08-18
cus_00249,Atlas Cloud AB,DE,EUR,startup,2025-08-15
cus_00250,Cedar Works Inc,DE,EUR,mid_market,2025-08-31
cus_00251,Atlas Dynamics Ltd,ES,EUR,smb,2025-08-31
cus_00252,Pulse Dynamics AG,FR,EUR,startup,2025-08-09
cus_00253,Quant Networks Inc,GB,GBP,startup,2025-08-31
cus_00254,Atlas Digital SAS,DE,EUR,smb,2025-08-08
cus_00255,Quant Networks SL,DE,EUR,smb,2025-08-08
cus_00256,Falcon Studio GmbH,DE,EUR,startup,2025-08-13
cus_00257,Nord Digital AG,GB,GBP,smb,2025-08-02
cus_00258,Swift Commerce AG,FR,EUR,enterprise,2025-08-18
cus_00259,Swift Dynamics SAS,CH,CHF,startup,2025-08-14
cus_00260,Delta Apps SAS,SE,SEK,startup,2025-08-04
cus_00261,Clear Labs Inc,US,USD,smb,2025-09-30
cus_00262,Falcon Studio AG,GB,GBP,smb,2025-09-16
cus_00263,Acme Robotics SL,US,USD,startup,2025-09-04
cus_00264,Bright Media BV,DE,EUR,mid_market,2025-09-22
cus_00265,Nord Apps BV,CH,CHF,smb,2025-09-22
cus_00266,Cedar Labs AB,DE,EUR,mid_market,2025-09-30
cus_00267,Acme Cloud AG,US,USD,startup,2025-09-20
cus_00268,Quant Systems GmbH,IT,EUR,startup,2025-09-13
cus_00269,Cedar Industries Ltd,US,USD,startup,2025-09-14
cus_00270,Nord Solutions AB,IT,EUR,startup,2025-09-24
cus_00271,Pulse Data SL,IT,EUR,enterprise,2025-09-09
cus_00272,Nord Group GmbH,FR,EUR,smb,2025-09-29
cus_00273,Orbit Apps AB,DE,EUR,mid_market,2025-09-14
cus_00274,Clear Logistics GmbH,ES,EUR,startup,2025-09-17
cus_00275,Quant Digital AG,DE,EUR,smb,2025-09-27
cus_00276,Alto Studio AG,DE,EUR,smb,2025-09-13
cus_00277,Bright Robotics BV,DE,EUR,smb,2025-09-03
cus_00278,Nord Systems SAS,DE,EUR,smb,2025-09-29
cus_00279,Delta Systems GmbH,GB,GBP,mid_market,2025-09-27
cus_00280,Orbit Cloud SL,NL,EUR,smb,2025-09-05
cus_00281,Pulse Apps AB,GB,GBP,smb,2025-09-27
cus_00282,Alto Apps AB,DE,EUR,startup,2025-09-29
cus_00283,Quant Robotics AB,FR,EUR,smb,2025-09-17
cus_00284,Nova Digital Inc,IT,EUR,startup,2025-09-01
cus_00285,Falcon Digital Inc,DE,EUR,startup,2025-09-03
cus_00286,Delta Studio GmbH,NL,EUR,smb,2025-09-15
cus_00287,Quant Studio SL,FR,EUR,mid_market,2025-09-19
cus_00288,Quant Software GmbH,DE,EUR,smb,2025-09-02
cus_00289,Clear Data SL,FR,EUR,smb,2025-09-16
cus_00290,Bright Digital SL,IT,EUR,startup,2025-09-26
cus_00291,Quant Software SAS,NL,EUR,smb,2025-10-31
cus_00292,Iron Data AG,DE,EUR,smb,2025-10-20
cus_00293,Nova Dynamics GmbH,DE,EUR,startup,2025-10-22
cus_00294,Orbit Analytics Inc,SE,SEK,startup,2025-10-14
cus_00295,Blue Cloud AB,GB,GBP,mid_market,2025-10-13
cus_00296,Swift Analytics Inc,GB,GBP,startup,2025-10-14
cus_00297,Iron Dynamics BV,US,USD,startup,2025-10-25
cus_00298,Delta Apps SAS,FR,EUR,startup,2025-10-11
cus_00299,Nord Tech Ltd,FR,EUR,startup,2025-10-29
cus_00300,Vertex Networks SAS,FR,EUR,mid_market,2025-10-24
cus_00301,Atlas Logistics SL,NL,EUR,startup,2025-10-15
cus_00302,Iron Solutions SAS,IT,EUR,startup,2025-10-01
cus_00303,Vertex Industries AG,US,USD,startup,2025-10-15
cus_00304,Swift Logistics SAS,IT,EUR,mid_market,2025-10-27
cus_00305,Acme Labs Ltd,IT,EUR,startup,2025-10-27
cus_00306,Clear Industries AG,GB,GBP,mid_market,2025-10-22
cus_00307,Nord Cloud Inc,GB,GBP,smb,2025-10-30
cus_00308,Orbit Tech AB,ES,EUR,startup,2025-10-28
cus_00309,Blue Media BV,DE,EUR,startup,2025-10-08
cus_00310,Iron Cloud SL,DE,EUR,smb,2025-10-12
cus_00311,Hyper Dynamics Inc,FR,EUR,smb,2025-10-12
cus_00312,Clear Systems AG,GB,GBP,startup,2025-10-11
cus_00313,Prime Solutions AG,DE,EUR,startup,2025-10-13
cus_00314,Falcon Media BV,DE,EUR,startup,2025-10-28
cus_00315,Alto Cloud SL,DE,EUR,startup,2025-10-06
cus_00316,Falcon Works BV,IT,EUR,smb,2025-10-11
cus_00317,Atlas Labs AB,DE,EUR,enterprise,2025-10-07
cus_00318,Nova Labs AG,GB,GBP,startup,2025-10-09
cus_00319,Pulse Robotics GmbH,FR,EUR,startup,2025-10-13
cus_00320,Iron Labs AG,FR,EUR,startup,2025-10-20
cus_00321,Acme Logistics Inc,DE,EUR,startup,2025-10-14
cus_00322,Alto Tech SAS,ES,EUR,startup,2025-10-01
cus_00323,Blue Media BV,DE,EUR,startup,2025-10-04
cus_00324,Hyper Cloud BV,DE,EUR,startup,2025-10-13
cus_00325,Cedar Analytics SAS,GB,GBP,startup,2025-11-03
cus_00326,Orbit Apps AG,US,USD,startup,2025-11-29
cus_00327,Clear Works Inc,DE,EUR,startup,2025-11-21
cus_00328,Alto Solutions Inc,US,USD,smb,2025-11-11
cus_00329,Vertex Studio Ltd,GB,GBP,startup,2025-11-29
cus_00330,Cedar Systems GmbH,DE,EUR,startup,2025-11-12
cus_00331,Delta Robotics Ltd,FR,EUR,smb,2025-11-03
cus_00332,Orbit Group GmbH,DE,EUR,startup,2025-11-11
cus_00333,Pulse Commerce Inc,GB,GBP,startup,2025-11-13
cus_00334,Alto Works GmbH,DE,EUR,smb,2025-11-05
cus_00335,Clear Industries AG,DE,EUR,mid_market,2025-11-28
cus_00336,Atlas Systems Ltd,CH,CHF,smb,2025-11-25
cus_00337,Swift Digital BV,DE,EUR,smb,2025-11-01
cus_00338,Nord Industries Ltd,ES,EUR,startup,2025-11-22
cus_00339,Alto Studio BV,IT,EUR,mid_market,2025-11-11
cus_00340,Orbit Works BV,GB,GBP,mid_market,2025-11-13
cus_00341,Acme Industries SAS,CH,CHF,mid_market,2025-11-16
cus_00342,Delta Commerce GmbH,DE,EUR,mid_market,2025-11-15
cus_00343,Delta Cloud BV,FR,EUR,mid_market,2025-11-18
cus_00344,Nord Software Ltd,DE,EUR,smb,2025-11-29
cus_00345,Nord Media SL,FR,EUR,smb,2025-11-26
cus_00346,Falcon Networks GmbH,DE,EUR,startup,2025-11-17
cus_00347,Alto Robotics AB,NL,EUR,startup,2025-11-20
cus_00348,Quant Systems SAS,US,USD,enterprise,2025-11-01
cus_00349,Swift Digital SL,GB,GBP,startup,2025-11-27
cus_00350,Cedar Logistics AB,CH,CHF,mid_market,2025-11-26
cus_00351,Nova Works AB,FR,EUR,startup,2025-11-02
cus_00352,Ever Networks AB,ES,EUR,smb,2025-11-19
cus_00353,Hyper Systems Inc,NL,EUR,startup,2025-11-18
cus_00354,Blue Digital SAS,DE,EUR,mid_market,2025-11-25
cus_00355,Prime Logistics SL,NL,EUR,smb,2025-11-05
cus_00356,Nova Software SAS,FR,EUR,startup,2025-11-06
cus_00357,Quant Studio BV,DE,EUR,smb,2025-11-22
cus_00358,Cedar Media SAS,DE,EUR,startup,2025-11-11
cus_00359,Falcon Networks BV,GB,GBP,smb,2025-12-08
cus_00360,Alto Industries BV,CH,CHF,smb,2025-12-23
cus_00361,Alto Networks Inc,IT,EUR,startup,2025-12-14
cus_00362,Delta Group Inc,DE,EUR,mid_market,2025-12-26
cus_00363,Nova Labs SL,GB,GBP,startup,2025-12-13
cus_00364,Swift Cloud AB,IT,EUR,startup,2025-12-23
cus_00365,Pulse Commerce GmbH,ES,EUR,smb,2025-12-30
cus_00366,Pulse Solutions SL,ES,EUR,startup,2025-12-08
cus_00367,Swift Networks BV,GB,GBP,mid_market,2025-12-26
cus_00368,Acme Apps BV,DE,EUR,enterprise,2025-12-10
cus_00369,Acme Group SAS,US,USD,startup,2025-12-15
cus_00370,Blue Logistics SAS,DE,EUR,startup,2025-12-07
cus_00371,Quant Networks SAS,GB,GBP,startup,2025-12-18
cus_00372,Pulse Labs SAS,FR,EUR,smb,2025-12-14
cus_00373,Atlas Digital Inc,NL,EUR,startup,2025-12-08
cus_00374,Acme Systems SL,FR,EUR,startup,2025-12-10
cus_00375,Acme Apps AG,DE,EUR,smb,2025-12-25
cus_00376,Alto Group Inc,FR,EUR,enterprise,2025-12-13
cus_00377,Nova Solutions Ltd,FR,EUR,enterprise,2025-12-13
cus_00378,Swift Labs Ltd,FR,EUR,enterprise,2025-12-16
cus_00379,Quant Commerce AG,NL,EUR,mid_market,2025-12-12
cus_00380,Alto Cloud AG,ES,EUR,smb,2025-12-16
cus_00381,Falcon Works AG,DE,EUR,mid_market,2025-12-07
cus_00382,Blue Robotics SAS,CH,CHF,startup,2025-12-13
cus_00383,Blue Works Ltd,NL,EUR,mid_market,2025-12-11
cus_00384,Hyper Works SAS,NL,EUR,startup,2025-12-07
cus_00385,Hyper Networks AB,IT,EUR,startup,2025-12-15
cus_00386,Cedar Cloud GmbH,FR,EUR,smb,2025-12-30
cus_00387,Hyper Analytics AB,ES,EUR,startup,2025-12-01
cus_00388,Delta Media Inc,ES,EUR,smb,2025-12-29
cus_00389,Hyper Commerce AG,FR,EUR,startup,2025-12-05
cus_00390,Vertex Data SL,DE,EUR,startup,2026-01-01
cus_00391,Prime Industries SAS,US,USD,startup,2026-01-18
cus_00392,Hyper Solutions AG,ES,EUR,smb,2026-01-22
cus_00393,Prime Cloud AB,GB,GBP,startup,2026-01-05
cus_00394,Delta Apps AG,SE,SEK,startup,2026-01-19
cus_00395,Falcon Networks SL,GB,GBP,mid_market,2026-01-27
cus_00396,Clear Robotics Inc,GB,GBP,startup,2026-01-13
cus_00397,Falcon Digital SAS,FR,EUR,smb,2026-01-10
cus_00398,Blue Analytics Ltd,FR,EUR,startup,2026-01-02
cus_00399,Orbit Software BV,DE,EUR,enterprise,2026-01-02
cus_00400,Ever Robotics AB,US,USD,smb,2026-01-02
cus_00401,Bright Systems SL,GB,GBP,startup,2026-01-22
cus_00402,Vertex Robotics GmbH,DE,EUR,startup,2026-01-14
cus_00403,Atlas Labs Ltd,IT,EUR,startup,2026-01-02
cus_00404,Prime Solutions SAS,NL,EUR,startup,2026-01-24
cus_00405,Delta Data Inc,DE,EUR,enterprise,2026-01-13
cus_00406,Quant Group GmbH,DE,EUR,smb,2026-01-09
cus_00407,Atlas Apps AG,IT,EUR,startup,2026-01-12
cus_00408,Prime Systems AB,DE,EUR,smb,2026-01-04
cus_00409,Bright Solutions Inc,CH,CHF,startup,2026-01-28
cus_00410,Clear Robotics SL,NL,EUR,mid_market,2026-01-01
cus_00411,Clear Cloud AG,FR,EUR,smb,2026-01-20
cus_00412,Falcon Software Inc,SE,SEK,startup,2026-01-09
cus_00413,Hyper Analytics BV,DE,EUR,smb,2026-01-22
cus_00414,Orbit Cloud GmbH,NL,EUR,smb,2026-01-19
cus_00415,Ever Media BV,DE,EUR,startup,2026-01-29
cus_00416,Vertex Networks GmbH,IT,EUR,smb,2026-01-03
